시도,시군구,변전소,변전소코드,345kV_차단기_전체,345kV_차단기_사용중,345kV_차단기_사용예정,345kV_차단기_여유
대전광역시,중구,신옥천,2243,0,0,0,0
대전광역시,중구,유천(SA),E395,0,0,0,0
부산광역시,강서구,녹공,S822,0,0,0,0
부산광역시,강서구,녹산,2803,0,0,0,0
부산광역시,강서구,대저,E468,0,0,0,0
부산광역시,강서구,명지,D395,0,0,0,0
부산광역시,강서구,미음,E000,0,0,0,0
부산광역시,강서구,세산,E062,0,0,0,0
부산광역시,강서구,순아,E467,0,0,0,0
부산광역시,강서구,신녹산,D274,0,0,0,0
부산광역시,강서구,용원,D402,0,0,0,0
부산광역시,강서구,지사,S825,0,0,0,0
부산광역시,금정구,구서,2730,0,0,0,0
부산광역시,금정구,노포,D393,0,0,0,0
부산광역시,금정구,명장(SA),2336,0,0,0,0
부산광역시,금정구,명지,D395,0,0,0,0
부산광역시,금정구,신양산,2435,0,0,0,0
부산광역시,기장군,명례,E016,0,0,0,0
부산광역시,기장군,시랑,E060,0,0,0,0
부산광역시,기장군,신양산,2435,0,0,0,0
부산광역시,기장군,장안,E063,0,0,0,0
부산광역시,기장군,정관,S827,0,0,0,0
부산광역시,남구,대연,2341,0,0,0,0
부산광역시,남구,범일,S819,0,0,0,0
부산광역시,남구,신대연,D520,0,0,0,0
부산광역시,남구,용호,S804,0,0,0,0
부산광역시,동구,범일,S819,0,0,0,0
부산광역시,동구,부민,2748,0,0,0,0
부산광역시,동구,부산,2345,0,0,0,0
부산광역시,동구,서부산,2845,0,0,0,0
부산광역시,동구,수정,2996,0,0,0,0
부산광역시,동래구,동래,2697,0,0,0,0
부산광역시,동래구,명장(SA),2336,0,0,0,0
부산광역시,동래구,미남,2344,0,0,0,0
부산광역시,동래구,신양산,2435,0,0,0,0
부산광역시,동래구,연산,S826,0,0,0,0
부산광역시,부산진구,개금,2806,0,0,0,0
부산광역시,부산진구,미남,2344,0,0,0,0
부산광역시,부산진구,범일,S819,0,0,0,0
부산광역시,부산진구,서면,2997,0,0,0,0
부산광역시,부산진구,신대연,D520,0,0,0,0
부산광역시,부산진구,양정,2696,0,0,0,0
부산광역시,북구,구포,2793,0,0,0,0
부산광역시,북구,미남,2344,0,0,0,0
부산광역시,북구,북부산,2393,0,0,0,0
부산광역시,북구,호포,2792,0,0,0,0
부산광역시,사상구,개금,2806,0,0,0,0
부산광역시,사상구,덕포,S806,0,0,0,0
부산광역시,사상구,모라,2347,0,0,0,0
부산광역시,사상구,북부산,2393,0,0,0,0
부산광역시,사상구,엄궁,239A,0,0,0,0
부산광역시,사상구,학장,2335,0,0,0,0
부산광역시,사하구,다대,2795,0,0,0,0
부산광역시,사하구,부민,2748,0,0,0,0
부산광역시,사하구,서부산,2845,0,0,0,0
부산광역시,사하구,신평,2426,0,0,0,0
부산광역시,사하구,장림,S818,0,0,0,0
부산광역시,서구,부민,2748,0,0,0,0
부산광역시,서구,부산,2345,0,0,0,0
부산광역시,서구,서부산,2845,0,0,0,0
부산광역시,수영구,대연,2341,0,0,0,0
부산광역시,수영구,신양산,2435,0,0,0,0
부산광역시,수영구,우동,S802,0,0,0,0
부산광역시,연제구,미남,2344,0,0,0,0
부산광역시,연제구,신대연,D520,0,0,0,0
부산광역시,연제구,연산,S826,0,0,0,0
부산광역시,영도구,서부산,2845,0,0,0,0
부산광역시,영도구,영도,2333,0,0,0,0
부산광역시,중구,서부산,2845,0,0,0,0
부산광역시,해운대구,명장(SA),2336,0,0,0,0
부산광역시,해운대구,수영,2698,0,0,0,0
부산광역시,해운대구,시랑,E060,0,0,0,0
부산광역시,해운대구,신양산,2435,0,0,0,0
부산광역시,해운대구,연산,S826,0,0,0,0
부산광역시,해운대구,우동,S802,0,0,0,0
부산광역시,해운대구,정보,S821,0,0,0,0
부산광역시,해운대구,좌동(SA),2796,0,0,0,0
서울특별시,강남구,논현,S215,0,0,0,0
