시도,시군구,변전소,변전소코드,154kV_차단기_전체,154kV_차단기_사용중,154kV_차단기_사용예정,154kV_차단기_여유
충청남도,아산시,탕정,S516,12,11,1,0
충청남도,예산군,예산,2051,12,8,0,4
충청남도,예산군,응봉,D355,8,4,0,4
충청남도,예산군,태안,2675,10,6,2,2
충청남도,천안시동남구,동천안,S520,8,4,0,4
충청남도,천안시동남구,신진천,S422,17,15,2,0
충청남도,천안시동남구,아산,2670,18,8,0,10
충청남도,천안시동남구,천안,2724,8,6,2,0
충청남도,천안시동남구,풍세,D360,7,4,3,0
충청남도,천안시서북구,둔포,S506,8,6,2,0
충청남도,천안시서북구,불당,S507,8,6,2,0
충청남도,천안시서북구,서천안,2676,12,11,0,1
충청남도,천안시서북구,성거,2610,12,4,2,6
충청남도,천안시서북구,신온양,S526,12,4,3,5
충청남도,천안시서북구,신진천,S422,17,15,2,0
충청남도,천안시서북구,아산,2670,18,8,0,10
충청남도,천안시서북구,장재,S528,8,8,0,0
충청남도,천안시서북구,직산(SA),E399,8,4,4,0
충청남도,천안시서북구,천안,2724,8,6,2,0
충청남도,천안시서북구,한샘,S527,12,8,2,2
충청남도,청양군,신옥천,2243,16,16,0,0
충청남도,청양군,청양,2437,12,6,0,6
충청남도,태안군,안면,S523,8,4,3,1
충청남도,태안군,태안,2675,10,6,2,2
충청남도,홍성군,은하,D354,8,4,1,3
충청남도,홍성군,태안,2675,10,6,2,2
충청남도,홍성군,홍성,2489,12,8,2,2
충청북도,괴산군,괴산,D347,6,2,1,3
충청북도,괴산군,사리,2536,11,7,0,4
충청북도,괴산군,신충주,D275,16,16,0,0
충청북도,괴산군,장연,2700,6,4,1,1
충청북도,단양군,단양,4597,13,12,1,0
충청북도,단양군,신제천,2507,20,18,2,0
충청북도,보은군,보은,2611,7,3,2,2
충청북도,보은군,신옥천,2243,16,16,0,0
충청북도,영동군,신옥천,2243,16,16,0,0
충청북도,영동군,영동,2244,6,3,2,1
충청북도,옥천군,신옥천,2243,16,16,0,0
충청북도,옥천군,옥천,2727,8,8,0,0
충청북도,음성군,감곡,2815,8,8,0,0
충청북도,음성군,광혜원,2729,8,8,-2,2
충청북도,음성군,금왕,S403,7,7,0,0
충청북도,음성군,남음성,D986,8,4,1,3
충청북도,음성군,신진천,S422,17,15,2,0
충청북도,음성군,신충주,D275,16,16,0,0
충청북도,음성군,음성,2563,10,9,0,1
충청북도,제천시,신제천,2507,20,18,2,0
충청북도,제천시,왕암,S427,12,8,3,1
충청북도,제천시,제천,4596,7,4,0,3
충청북도,증평군,남청주,2508,20,20,0,0
충청북도,증평군,사리,2536,11,7,0,4
충청북도,진천군,광혜원,2729,8,8,-2,2
충청북도,진천군,덕산,D342,12,5,2,5
충청북도,진천군,신진천,S422,17,15,2,0
충청북도,진천군,오창,S420,8,8,-1,1
충청북도,진천군,진천,2527,8,8,-2,2
충청북도,청주시상당구,남청주,2508,20,20,0,0
충청북도,청주시상당구,사직,S406,8,4,2,2
충청북도,청주시상당구,율량,D341,7,4,2,1
충청북도,청주시상당구,청주,2725,12,10,-1,3
충청북도,청주시상당구,초정,S429,7,4,2,1
충청북도,청주시서원구,남청주,2508,20,20,0,0
충청북도,청주시서원구,사직,S406,8,4,2,2
충청북도,청주시서원구,죽림,S404,8,8,0,0
충청북도,청주시서원구,청주,2725,12,10,-1,3
충청북도,청주시청원구,남청주,2508,20,20,0,0
충청북도,청주시청원구,북청주,S441,12,12,-3,3
충청북도,청주시청원구,신진천,S422,17,15,2,0
충청북도,청주시청원구,오창,S420,8,8,-1,1
충청북도,청주시청원구,율량,D341,7,4,2,1
충청북도,청주시청원구,초정,S429,7,4,2,1
충청북도,청주시흥덕구,국사,D348,12,7,0,5
충청북도,청주시흥덕구,남청주,2508,20,20,0,0
충청북도,청주시흥덕구,봉명(SA),E416,8,8,0,0
충청북도,청주시흥덕구,북오송,D988,8,4,0,4
충청북도,청주시흥덕구,북청주,S441,12,12,-3,3
충청북도,청주시흥덕구,서청주,4569,7,7,0,0
충청북도,청주시흥덕구,신진천,S422,17,15,2,0
충청북도,청주시흥덕구,오송,S433,12,7,3,2
충청북도,충주시,감곡,2815,8,8,0,0
충청북도,충주시,북충주,D344,12,4,3,5
충청북도,충주시,신충주,D275,16,16,0,0
충청북도,충주시,음성,2563,10,9,0,1
충청북도,충주시,장연,2700,6,4,1,1
충청북도,충주시,충주,2446,11,9,0,2
충청북도,충주시,풍동,S405,7,4,0,3
